Timestamp,Mode,Dimension_Scale,Density,Regions,Scenarios,Time_Units,Active_Nodes,Initial_Shock,Systemic_Impact,System_Broken,Break_Point_Density,Impact_Factor
2026-04-30 10:48:31,isolated,500,5.0,20,10,12,500,1000000.0,852777062.4505337,True,2.0,24.378326934387932
2026-04-30 10:48:32,regional,10,0.1,20,10,12,500,1000000.0,29921761.16531927,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,10,0.5,20,10,12,500,1000000.0,41996911.90492138,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,10,1.0,20,10,12,500,1000000.0,82856688.97945844,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,10,2.0,20,10,12,500,1000000.0,916462947.4655324,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,10,5.0,20,10,12,500,1000000.0,1055567274.8496907,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,50,0.1,20,10,12,500,1000000.0,48728113.867119454,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,50,0.5,20,10,12,500,1000000.0,55122821.907312214,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,50,1.0,20,10,12,500,1000000.0,79412231.5159639,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,50,2.0,20,10,12,500,1000000.0,933505322.6355551,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,50,5.0,20,10,12,500,1000000.0,1094595235.6412942,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,100,0.1,20,10,12,500,1000000.0,45231273.439076774,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,100,0.5,20,10,12,500,1000000.0,49744648.59973146,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,100,1.0,20,10,12,500,1000000.0,77533553.48443736,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,100,2.0,20,10,12,500,1000000.0,861861996.2934662,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,100,5.0,20,10,12,500,1000000.0,1129629724.496906,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,250,0.1,20,10,12,500,1000000.0,38890715.53618533,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,250,0.5,20,10,12,500,1000000.0,61778646.489907235,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,250,1.0,20,10,12,500,1000000.0,927361743.666315,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,250,2.0,20,10,12,500,1000000.0,982822799.3284403,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,250,5.0,20,10,12,500,1000000.0,917595964.7506517,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,500,0.1,20,10,12,500,1000000.0,50413833.922503345,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,500,0.5,20,10,12,500,1000000.0,53319816.055640616,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,500,1.0,20,10,12,500,1000000.0,47275352.841456994,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,500,2.0,20,10,12,500,1000000.0,1046741051.3016777,True,1.0,24.557167923845782
2026-04-30 10:48:32,regional,500,5.0,20,10,12,500,1000000.0,1107103304.5476499,True,1.0,24.557167923845782
2026-04-30 10:48:32,systemic,10,0.1,20,10,12,500,1000000.0,50404885.67416293,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,10,0.5,20,10,12,500,1000000.0,59518427.5359508,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,10,1.0,20,10,12,500,1000000.0,123574039.58067839,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,10,2.0,20,10,12,500,1000000.0,685858286.6586406,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,10,5.0,20,10,12,500,1000000.0,1025648441.55768,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,50,0.1,20,10,12,500,1000000.0,51344617.022248484,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,50,0.5,20,10,12,500,1000000.0,53096698.30710318,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,50,1.0,20,10,12,500,1000000.0,1458589700.5997036,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,50,2.0,20,10,12,500,1000000.0,869122067.9036953,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,50,5.0,20,10,12,500,1000000.0,1265733591.59541,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,100,0.1,20,10,12,500,1000000.0,39491056.589707024,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,100,0.5,20,10,12,500,1000000.0,61744699.20732649,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,100,1.0,20,10,12,500,1000000.0,68979439.13062106,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,100,2.0,20,10,12,500,1000000.0,503240129.3499995,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,100,5.0,20,10,12,500,1000000.0,1151433283.4782717,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,250,0.1,20,10,12,500,1000000.0,48683582.63853789,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,250,0.5,20,10,12,500,1000000.0,54667216.73343379,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,250,1.0,20,10,12,500,1000000.0,111765915.5531107,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,250,2.0,20,10,12,500,1000000.0,914769894.2333792,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,250,5.0,20,10,12,500,1000000.0,1105732060.6582713,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,500,0.1,20,10,12,500,1000000.0,41009143.278179266,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,500,0.5,20,10,12,500,1000000.0,36100785.67893588,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,500,1.0,20,10,12,500,1000000.0,103269026.95037001,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,500,2.0,20,10,12,500,1000000.0,1056036371.7536392,True,1.0,33.14976592272053
2026-04-30 10:48:32,systemic,500,5.0,20,10,12,500,1000000.0,1213185801.938878,True,1.0,33.14976592272053
2026-04-30 10:48:32,black_swan,10,0.1,20,10,12,500,1000000.0,40298252.9202112,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,10,0.5,20,10,12,500,1000000.0,83557755.65310937,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,10,1.0,20,10,12,500,1000000.0,739473055.8045602,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,10,2.0,20,10,12,500,1000000.0,1478937638.3724113,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,10,5.0,20,10,12,500,1000000.0,1120522308.88839,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,50,0.1,20,10,12,500,1000000.0,45455777.21094502,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,50,0.5,20,10,12,500,1000000.0,67722853.09296054,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,50,1.0,20,10,12,500,1000000.0,1363288633.8640993,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,50,2.0,20,10,12,500,1000000.0,910647748.623356,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,50,5.0,20,10,12,500,1000000.0,1417277986.508665,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,100,0.1,20,10,12,500,1000000.0,54335752.893170476,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,100,0.5,20,10,12,500,1000000.0,58676627.06076558,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,100,1.0,20,10,12,500,1000000.0,246463448.34910014,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,100,2.0,20,10,12,500,1000000.0,948385969.6366173,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,100,5.0,20,10,12,500,1000000.0,1809068405.8184893,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,250,0.1,20,10,12,500,1000000.0,58293407.59788418,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,250,0.5,20,10,12,500,1000000.0,60995441.77206939,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,250,1.0,20,10,12,500,1000000.0,144134446.77225012,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,250,2.0,20,10,12,500,1000000.0,1185135752.140093,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,250,5.0,20,10,12,500,1000000.0,1588266873.4917562,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,500,0.1,20,10,12,500,1000000.0,50055070.00447134,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,500,0.5,20,10,12,500,1000000.0,76557692.7648426,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,500,1.0,20,10,12,500,1000000.0,1575855742.0803168,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,500,2.0,20,10,12,500,1000000.0,1047373742.3996443,True,1.0,36.9197633840508
2026-04-30 10:48:32,black_swan,500,5.0,20,10,12,500,1000000.0,1674243826.990568,True,1.0,36.9197633840508
